구,동,번지,본번,부번,단지명,평수,보증금,월세,계약기간,층,건축년도,도로명,계약구분,계약년월,계약일
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,5000,65,1,2,2021,봉은사로 170,-,202108,16
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,120,1,16,2021,봉은사로 170,신규,202108,16
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,100,1,11,2021,봉은사로 170,신규,202108,21
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,85,1,2,2021,봉은사로 170,신규,202108,26
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,110,2,16,2021,봉은사로 170,-,202109,11
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,95,1,6,2021,봉은사로 170,신규,202109,26
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,6000,65,2,4,2021,봉은사로 170,신규,202109,27
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,2000,85,1,2,2021,봉은사로 170,신규,202110,11
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,100,1,16,2021,봉은사로 170,신규,202110,13
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,3000,90,1,5,2021,봉은사로 170,신규,202110,29
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,90,1,2,2021,봉은사로 170,신규,202111,16
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,90,1,3,2021,봉은사로 170,신규,202111,25
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,1000,110,1,17,2021,봉은사로 170,신규,202111,26
강남구,역삼동,605-17,605,17,강남 헤븐리치 더써밋 761,4,3000,100,1,7,2021,봉은사로 170,신규,202112,6
강남구,역삼동,826-30,826,30,강남뉴스텔,9,1000,95,1,13,1998,테헤란로4길 34,신규,202106,7
강남구,역삼동,826-30,826,30,강남뉴스텔,9,1000,95,1,7,1998,테헤란로4길 34,-,202108,13
강남구,역삼동,826-30,826,30,강남뉴스텔,9,1000,95,1,4,1998,테헤란로4길 34,신규,202111,1
강남구,역삼동,826-30,826,30,강남뉴스텔,9,1000,98,1,3,1998,테헤란로4길 34,신규,202111,8
강남구,역삼동,826-30,826,30,강남뉴스텔,9,1000,88,1,6,1998,테헤란로4길 34,신규,202112,9
강남구,역삼동,826-30,826,30,강남뉴스텔,9,1000,88,1,5,1998,테헤란로4길 34,신규,202112,20
강남구,역삼동,826-30,826,30,강남뉴스텔,9,1000,103,0,5,1998,테헤란로4길 34,신규,202112,28
강남구,역삼동,823-33,823,33,강남루덴스 오피스텔,9,3000,160,1,10,2021,논현로85길 58,신규,202106,3
강남구,역삼동,823-33,823,33,강남루덴스 오피스텔,8,2000,135,1,13,2021,논현로85길 58,신규,202106,16
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,7,1000,75,1,11,2012,도곡로3길 19,-,202105,25
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,7,1000,78,1,5,2012,도곡로3길 19,신규,202106,3
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,7,1000,80,1,10,2012,도곡로3길 19,신규,202106,16
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,7,12000,37,1,9,2012,도곡로3길 19,-,202107,10
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,7,3000,65,1,3,2012,도곡로3길 19,신규,202107,15
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,9,1000,93,1,8,2012,도곡로3길 19,신규,202107,26
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,7,1000,65,0,2,2012,도곡로3길 19,-,202107,26
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,7,1000,78,1,7,2012,도곡로3길 19,신규,202108,28
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,7,8000,50,1,4,2012,도곡로3길 19,신규,202109,1
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,7,11000,50,2,8,2012,도곡로3길 19,신규,202110,6
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,9,5000,70,1,2,2012,도곡로3길 19,신규,202111,5
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,7,1000,70,1,3,2012,도곡로3길 19,신규,202111,20
강남구,역삼동,837-18,837,18,강남역 서희스타힐스 오피스텔,7,1000,75,1,12,2012,도곡로3길 19,신규,202112,27
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,6,1000,90,1,5,2015, ,-,202105,31
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,16,2015, ,신규,202106,7
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,9,2015, ,신규,202106,9
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,6,1000,95,1,17,2015, ,신규,202106,21
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,12,2015, ,신규,202106,22
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,120,1,8,2015, ,신규,202106,26
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,5000,84,0,19,2015, ,신규,202106,29
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,200,130,0,15,2015, ,신규,202107,1
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,95,0,9,2015, ,신규,202107,1
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,9,1000,140,1,8,2015, ,신규,202107,7
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,105,1,15,2015, ,신규,202107,10
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,95,1,12,2015, ,신규,202107,24
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,18,2015, ,신규,202107,26
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,95,1,6,2015, ,갱신,202108,6
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,6,1000,95,1,15,2015, ,신규,202108,7
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,105,1,8,2015, ,신규,202108,9
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,9,1000,150,1,10,2015, ,신규,202108,11
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,10000,70,1,6,2015, ,신규,202108,14
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,50,2,13,2015, ,신규,202108,16
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,90,1,8,2015, ,신규,202108,20
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,10000,60,1,13,2015, ,신규,202108,20
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,9,1000,140,1,19,2015, ,신규,202108,20
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,6,1000,90,1,4,2015, ,신규,202108,21
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,105,1,12,2015, ,신규,202108,23
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,6,1000,90,1,17,2015, ,신규,202108,26
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,9,1000,140,1,11,2015, ,신규,202109,1
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,9,2015, ,신규,202109,2
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,13,2015, ,신규,202109,6
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,2000,90,1,18,2015, ,신규,202109,25
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,4500,85,1,6,2015, ,신규,202110,1
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,9,2015, ,신규,202110,7
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,200,127,0,15,2015, ,신규,202110,7
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,9,1000,135,1,15,2015, ,신규,202110,7
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,105,1,12,2015, ,갱신,202110,8
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,95,1,11,2015, ,신규,202110,9
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,9,2015, ,신규,202110,12
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,125,1,19,2015, ,신규,202110,29
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,15,2015, ,신규,202110,30
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,95,1,6,2015, ,신규,202111,8
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,9,2015, ,신규,202111,9
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,11,2015, ,신규,202111,12
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,16,2015, ,갱신,202111,20
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,120,120,0,16,2015, ,신규,202111,24
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,15,2015, ,신규,202111,29
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,100,1,16,2015, ,신규,202112,11
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,500,100,1,8,2015, ,신규,202112,14
강남구,역삼동,825-20,825,20,강남역 센트럴 푸르지오 시티,7,1000,98,1,7,2015, ,신규,202112,21
강남구,역삼동,832-3,832,3,강남역 쉐르빌,8,1000,95,1,18,2014,강남대로 328,-,202105,13
강남구,역삼동,832-3,832,3,강남역 쉐르빌,8,13000,49,2,7,2014,강남대로 328,-,202105,30
강남구,역삼동,832-3,832,3,강남역 쉐르빌,8,2000,90,1,15,2014,강남대로 328,신규,202106,25
강남구,역삼동,832-3,832,3,강남역 쉐르빌,7,7000,55,1,7,2014,강남대로 328,-,202107,2
강남구,역삼동,832-3,832,3,강남역 쉐르빌,6,3000,70,1,17,2014,강남대로 328,신규,202107,16
강남구,역삼동,832-3,832,3,강남역 쉐르빌,7,5000,70,0,15,2014,강남대로 328,-,202108,9
강남구,역삼동,832-3,832,3,강남역 쉐르빌,6,3000,75,1,8,2014,강남대로 328,신규,202108,23
강남구,역삼동,832-3,832,3,강남역 쉐르빌,8,1000,90,1,18,2014,강남대로 328,-,202109,14
강남구,역삼동,832-3,832,3,강남역 쉐르빌,8,1000,90,1,12,2014,강남대로 328,신규,202109,16
강남구,역삼동,832-3,832,3,강남역 쉐르빌,7,500,90,1,9,2014,강남대로 328,신규,202110,6
강남구,역삼동,832-3,832,3,강남역 쉐르빌,8,4000,79,1,17,2014,강남대로 328,신규,202110,23
강남구,역삼동,832-3,832,3,강남역 쉐르빌,6,1000,85,1,20,2014,강남대로 328,신규,202111,2
강남구,역삼동,832-3,832,3,강남역 쉐르빌,6,20000,10,1,8,2014,강남대로 328,신규,202111,18
강남구,역삼동,832-3,832,3,강남역 쉐르빌,8,1000,90,1,18,2014,강남대로 328,신규,202111,23
강남구,역삼동,832-3,832,3,강남역 쉐르빌,8,1000,95,1,20,2014,강남대로 328,갱신,202112,6
강남구,역삼동,832-3,832,3,강남역 쉐르빌,6,1000,82,0,13,2014,강남대로 328,신규,202112,10
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,2000,68,1,5,2013,강남대로66길 14,-,202105,3
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,1000,80,1,12,2013,강남대로66길 14,신규,202106,14
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,8,1000,89,1,7,2013,강남대로66길 14,신규,202106,16
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,10000,50,1,8,2013,강남대로66길 14,신규,202106,19
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,3000,66,1,9,2013,강남대로66길 14,신규,202106,28
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,1000,80,1,3,2013,강남대로66길 14,신규,202107,1
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,3000,70,1,10,2013,강남대로66길 14,신규,202107,24
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,5000,60,1,4,2013,강남대로66길 14,신규,202107,24
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,1000,80,1,11,2013,강남대로66길 14,신규,202107,31
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,2000,75,1,3,2013,강남대로66길 14,신규,202108,21
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,5000,65,1,10,2013,강남대로66길 14,신규,202109,11
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,8,6000,60,1,3,2013,강남대로66길 14,신규,202109,15
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,10000,45,1,3,2013,강남대로66길 14,신규,202109,24
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,10000,45,1,3,2013,강남대로66길 14,신규,202109,29
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,1000,80,1,3,2013,강남대로66길 14,신규,202110,2
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,1000,75,1,4,2013,강남대로66길 14,신규,202110,20
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,1000,80,1,7,2013,강남대로66길 14,신규,202111,3
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,1000,80,1,12,2013,강남대로66길 14,신규,202111,22
강남구,역삼동,837-13,837,13,강남역 와이즈 플레이스,7,500,80,1,4,2013,강남대로66길 14,신규,202112,17
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,100,1,15,2014,강남대로84길 15,-,202105,21
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,72,1,10,2014,강남대로84길 15,-,202105,27
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,500,90,1,6,2014,강남대로84길 15,-,202105,29
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,90,1,4,2014,강남대로84길 15,신규,202106,2
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,3000,79,1,9,2014,강남대로84길 15,신규,202106,8
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,90,1,15,2014,강남대로84길 15,신규,202106,9
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,85,1,10,2014,강남대로84길 15,신규,202106,11
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,89,0,5,2014,강남대로84길 15,-,202107,2
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,95,1,4,2014,강남대로84길 15,신규,202107,7
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,100,1,9,2014,강남대로84길 15,신규,202107,10
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,85,1,14,2014,강남대로84길 15,신규,202107,13
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,10000,53,1,9,2014,강남대로84길 15,-,202107,14
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,90,1,9,2014,강남대로84길 15,신규,202108,3
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,90,1,4,2014,강남대로84길 15,신규,202108,12
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,10000,55,1,9,2014,강남대로84길 15,신규,202108,14
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,100,1,9,2014,강남대로84길 15,신규,202108,14
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,20000,20,1,15,2014,강남대로84길 15,신규,202108,18
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,85,1,6,2014,강남대로84길 15,신규,202108,18
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,10000,60,1,14,2014,강남대로84길 15,신규,202108,21
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,95,1,4,2014,강남대로84길 15,신규,202108,21
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,90,1,14,2014,강남대로84길 15,신규,202108,21
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,80,1,4,2014,강남대로84길 15,신규,202108,24
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,80,1,13,2014,강남대로84길 15,신규,202108,27
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,10000,85,1,7,2014,강남대로84길 15,신규,202108,28
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,100,1,14,2014,강남대로84길 15,신규,202108,28
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,90,1,4,2014,강남대로84길 15,신규,202109,1
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,70,2,9,2014,강남대로84길 15,신규,202109,10
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,80,1,5,2014,강남대로84길 15,신규,202109,16
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,2000,87,1,9,2014,강남대로84길 15,신규,202109,17
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,500,95,1,12,2014,강남대로84길 15,신규,202109,24
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,2000,85,1,9,2014,강남대로84길 15,신규,202110,6
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,4000,75,1,3,2014,강남대로84길 15,신규,202110,7
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,7000,45,1,5,2014,강남대로84길 15,신규,202110,7
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,89,1,11,2014,강남대로84길 15,갱신,202110,9
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,1000,90,1,13,2014,강남대로84길 15,신규,202110,12
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,7,12000,50,2,15,2014,강남대로84길 15,신규,202110,25
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,85,1,10,2014,강남대로84길 15,신규,202111,12
강남구,역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,6,1000,85,1,12,2014,강남대로84길 15,신규,202111,15
